Number of objects: 10000

Initial data:
Circle 36, 20, 50 blue
Circle 67, 21, 36 blue
Circle 1, 43, 36 red
Circle 73, 43, 36 orange
Circle 15, 76, 36 violet
Circle 52, 51, 36 red
Circle 37, 92, 36 blue
Circle 62, 48, 36 indigo
Circle 76, 10, 36 yellow
Circle 80, 71, 36 red
Circle 83, 55, 36 red
Circle 15, 81, 36 indigo
Circle 6, 17, 36 blue
Circle 11, 5, 36 indigo
Circle 99, 1, 36 yellow
Circle 82, 60, 36 indigo
Circle 99, 62, 36 red
Circle 73, 32, 36 orange
Circle 98, 28, 36 orange
Circle 20, 18, 36 red
Circle 69, 79, 36 green
Circle 88, 73, 36 green
Circle 35, 86, 36 red
Circle 60, 15, 36 orange
Circle 3, 39, 36 violet
Circle 32, 18, 36 indigo
Circle 15, 66, 36 green
Circle 4, 62, 36 yellow
Circle 45, 53, 36 blue
Circle 94, 70, 36 blue
Circle 62, 7, 36 red
Circle 27, 76, 36 green
Circle 2, 92, 36 red
Circle 9, 5, 36 red
Circle 38, 19, 36 violet
Circle 33, 52, 36 green
Circle 29, 7, 36 blue
Circle 95, 0, 36 blue
Circle 70, 43, 36 violet
Circle 76, 98, 36 orange
Circle 48, 18, 36 orange
Circle 88, 65, 36 yellow
Circle 90, 50, 36 orange
Circle 37, 92, 36 yellow
Circle 92, 65, 36 green
Circle 80, 82, 36 yellow
Circle 43, 37, 36 blue
Circle 60, 73, 36 yellow
Circle 2, 90, 36 indigo
Circle 84, 57, 36 green
Circle 61, 21, 36 indigo
Circle 30, 30, 36 blue
Circle 31, 45, 36 yellow
Circle 20, 71, 36 red
Circle 25, 25, 36 indigo
Circle 11, 19, 36 yellow
Circle 80, 17, 36 orange
Circle 58, 92, 36 violet
Circle 60, 53, 36 violet
Circle 82, 35, 36 red
Circle 80, 59, 36 yellow
Circle 27, 79, 35 indigo
Circle 99, 16, 35 orange
Circle 94, 23, 35 green
Circle 82, 5, 35 indigo
Circle 32, 74, 35 yellow
Circle 0, 90, 35 indigo
Circle 71, 92, 35 violet
Circle 51, 1, 35 violet
Circle 37, 76, 35 green
Circle 59, 16, 35 indigo
Circle 88, 54, 35 violet
Circle 22, 56, 35 red
Circle 7, 99, 35 yellow
Circle 21, 0, 35 violet
Circle 32, 55, 35 indigo
Circle 76, 9, 35 indigo
Circle 82, 35, 35 indigo
Circle 67, 29, 35 orange
Circle 92, 18, 35 yellow
Circle 39, 51, 35 red
Circle 85, 62, 35 violet
Circle 59, 5, 35 orange
Circle 79, 24, 35 blue
Circle 91, 61, 35 orange
Circle 21, 51, 35 yellow
Circle 16, 32, 35 indigo
Circle 54, 16, 35 violet
Circle 72, 23, 35 blue
Circle 85, 23, 35 red
Circle 4, 20, 35 green
Circle 27, 35, 35 blue
Circle 88, 82, 35 violet
Circle 56, 95, 35 green
Circle 43, 75, 35 red
Circle 86, 61, 35 yellow
Circle 49, 47, 35 orange
Circle 85, 7, 35 blue
Circle 26, 45, 35 yellow
Circle 91, 90, 35 indigo
Circle 83, 9, 35 violet
Circle 45, 3, 35 blue
Circle 33, 89, 35 violet
Circle 80, 20, 35 orange
Circle 73, 56, 35 orange
Circle 76, 61, 35 blue
Circle 89, 59, 35 violet
Circle 22, 34, 35 violet
Circle 51, 30, 35 yellow
Circle 61, 53, 35 violet
Circle 33, 95, 35 blue
Circle 63, 78, 35 violet
Circle 51, 29, 35 green
Circle 95, 46, 35 blue
Circle 73, 75, 35 indigo
Circle 2, 30, 35 violet
Circle 73, 46, 35 orange
Circle 44, 57, 35 red
Circle 18, 48, 35 green
Circle 65, 10, 35 blue
Circle 60, 42, 35 green
Circle 79, 75, 35 green
Circle 54, 71, 35 indigo
Circle 66, 35, 35 indigo
Circle 0, 44, 35 green
Triangle 1, 43, 96, 90, 89, 6 orange
Triangle 0, 90, 49, 0, 86, 85 blue
Circle 25, 12, 34 blue
Circle 93, 86, 34 green
Circle 9, 90, 34 yellow
Circle 16, 4, 34 green
Circle 1, 77, 34 orange
Circle 88, 48, 34 blue
Circle 5, 15, 34 red
Circle 31, 48, 34 violet
Circle 31, 70, 34 orange
Circle 71, 87, 34 yellow
Circle 21, 0, 34 orange
Circle 90, 62, 34 blue
Circle 96, 29, 34 yellow
Circle 39, 68, 34 orange
Circle 98, 45, 34 orange
Circle 93, 77, 34 indigo
Circle 12, 51, 34 orange
Circle 81, 16, 34 red
Circle 88, 91, 34 blue
Circle 90, 63, 34 blue
Circle 92, 94, 34 orange
Circle 79, 92, 34 blue
Circle 53, 20, 34 blue
Circle 67, 63, 34 blue
Circle 13, 75, 34 red
Circle 65, 81, 34 yellow
Circle 57, 68, 34 violet
Circle 82, 89, 34 yellow
Circle 63, 31, 34 violet
Circle 79, 99, 34 yellow
Circle 27, 70, 34 green
Circle 65, 7, 34 red
Circle 3, 73, 34 violet
Circle 9, 82, 34 indigo
Circle 25, 7, 34 red
Circle 37, 74, 34 green
Circle 1, 63, 34 orange
Circle 77, 35, 34 violet
Circle 92, 34, 34 orange
Circle 38, 16, 34 indigo
Circle 95, 47, 34 yellow
Circle 99, 87, 34 orange
Circle 27, 91, 34 yellow
Circle 47, 76, 34 orange
Circle 69, 66, 34 orange
Circle 4, 9, 34 blue
Circle 88, 47, 34 red
Circle 57, 68, 34 indigo
Circle 23, 28, 34 violet
Circle 98, 37, 34 indigo
Circle 40, 49, 34 yellow
Circle 79, 36, 34 indigo
Circle 80, 92, 34 orange
Circle 64, 83, 34 yellow
Circle 18, 13, 34 orange
Circle 14, 87, 34 orange
Circle 40, 95, 34 yellow
Circle 0, 70, 34 blue
Circle 6, 17, 34 red
Circle 33, 75, 34 violet
Circle 56, 53, 34 violet
Circle 99, 47, 34 violet
Circle 88, 50, 34 red
Circle 25, 85, 34 violet
Circle 21, 71, 34 indigo
Circle 1, 44, 34 indigo
Circle 68, 19, 34 orange
Circle 24, 23, 34 violet
Circle 54, 68, 34 violet
Circle 70, 9, 34 red
Circle 67, 59, 34 red
Triangle 96, 95, 14, 20, 1, 95 red
Triangle 85, 3, 0, 26, 76, 89 indigo
Triangle 98, 82, 16, 3, 26, 99 red
Triangle 9, 89, 51, 2, 87, 95 blue
Triangle 13, 95, 94, 72, 19, 7 yellow
Triangle 10, 89, 63, 2, 92, 86 violet
Triangle 8, 97, 3, 1, 79, 85 red
Circle 51, 62, 33 red
Circle 28, 73, 33 green
Circle 53, 29, 33 violet
Circle 82, 10, 33 violet
Circle 44, 70, 33 violet
Circle 96, 34, 33 red
Circle 13, 23, 33 orange
Circle 77, 71, 33 blue
Circle 54, 20, 33 violet
Circle 61, 45, 33 green
Circle 37, 45, 33 green
Circle 28, 88, 33 orange
Circle 11, 75, 33 blue
Circle 74, 78, 33 red
Circle 59, 41, 33 green
Circle 92, 39, 33 green
Circle 58, 62, 33 green
Circle 87, 41, 33 indigo
Circle 20, 8, 33 blue
Circle 29, 93, 33 violet
Circle 63, 98, 33 blue
Circle 26, 18, 33 green
Circle 45, 20, 33 blue
Circle 3, 60, 33 yellow
Circle 88, 1, 33 violet
Circle 11, 80, 33 indigo
Circle 83, 92, 33 green
Circle 45, 46, 33 red
Circle 89, 79, 33 red
Circle 9, 98, 33 violet
Circle 41, 69, 33 red
Circle 39, 38, 33 red
Circle 23, 70, 33 orange
Circle 13, 6, 33 indigo
Circle 69, 68, 33 green
Circle 74, 83, 33 yellow
Circle 92, 32, 33 violet
Circle 57, 45, 33 violet
Circle 25, 8, 33 indigo
Circle 9, 93, 33 blue
Circle 31, 73, 33 blue
Circle 37, 7, 33 red
Circle 59, 76, 33 blue
Circle 88, 47, 33 blue
Circle 99, 91, 33 indigo
Circle 78, 18, 33 red
Circle 76, 89, 33 green
Circle 41, 45, 33 green
Circle 54, 31, 33 green
Circle 18, 63, 33 red
Circle 9, 14, 33 yellow
Circle 65, 20, 33 red
Circle 11, 98, 33 blue
Circle 54, 43, 33 violet
Circle 19, 74, 33 yellow
Circle 85, 2, 33 violet
Circle 18, 54, 33 green
Circle 43, 75, 33 red
Circle 54, 45, 33 green
Circle 48, 0, 33 red
Circle 92, 26, 33 yellow
Circle 87, 43, 33 yellow
Circle 98, 46, 33 green
Circle 38, 5, 33 red
Circle 92, 33, 33 blue
Triangle 93, 7, 69, 92, 15, 0 blue
Triangle 15, 4, 9, 97, 86, 30 green
Triangle 83, 11, 10, 4, 18, 97 red
Triangle 89, 8, 96, 81, 4, 79 violet
Triangle 94, 0, 13, 13, 24, 92 red
Circle 39, 74, 32 blue
Circle 25, 19, 32 violet
Circle 54, 8, 32 blue
Circle 41, 59, 32 violet
Circle 46, 89, 32 red
Circle 87, 74, 32 indigo
Circle 32, 41, 32 blue
Circle 50, 70, 32 indigo
Circle 69, 94, 32 indigo
Circle 11, 22, 32 indigo
Circle 46, 88, 32 yellow
Circle 46, 1, 32 green
Circle 75, 20, 32 green
Circle 41, 40, 32 indigo
Circle 3, 28, 32 yellow
Circle 77, 64, 32 green
Circle 66, 62, 32 yellow
Circle 40, 72, 32 yellow
Circle 96, 71, 32 yellow
Circle 65, 67, 32 violet
Circle 55, 85, 32 orange
Circle 51, 30, 32 red
Circle 28, 64, 32 blue
Circle 78, 30, 32 blue
Circle 26, 84, 32 violet
Circle 25, 23, 32 red
Circle 21, 62, 32 yellow
Circle 30, 97, 32 orange
Circle 97, 45, 32 red
Circle 11, 1, 32 yellow
Circle 69, 58, 32 violet
Circle 81, 73, 32 red
Circle 27, 51, 32 violet
Circle 7, 28, 32 violet
Circle 99, 92, 32 red
Circle 83, 25, 32 yellow
Circle 11, 7, 32 yellow
Circle 79, 93, 32 yellow
Circle 8, 63, 32 indigo
Circle 63, 25, 32 indigo
Circle 73, 98, 32 violet
Circle 16, 29, 32 yellow
Circle 24, 6, 32 orange
Circle 63, 97, 32 indigo
Circle 85, 29, 32 orange
Circle 71, 3, 32 blue
Circle 73, 29, 32 blue
Circle 50, 40, 32 orange
Circle 94, 50, 32 yellow
Circle 3, 29, 32 orange
Circle 96, 54, 32 blue
Circle 70, 26, 32 red
Circle 26, 75, 32 yellow
Circle 62, 75, 32 yellow
Circle 92, 11, 32 green
Circle 78, 95, 32 orange
Circle 20, 11, 32 yellow
Circle 75, 90, 32 orange
Circle 43, 73, 32 blue
Circle 4, 58, 32 yellow
Circle 29, 38, 32 red
Circle 38, 8, 32 blue
Circle 70, 87, 32 indigo
Circle 22, 19, 32 orange
Circle 91, 40, 32 violet
Circle 35, 75, 32 violet
Triangle 72, 99, 28, 2, 93, 0 green
Triangle 98, 79, 91, 11, 6, 98 yellow
Triangle 84, 90, 77, 7, 7, 72 red
Triangle 88, 72, 12, 97, 26, 10 blue
Triangle 53, 89, 85, 5, 0, 33 orange
Triangle 1, 57, 84, 72, 98, 0 orange
Triangle 13, 1, 9, 92, 80, 20 yellow
Triangle 7, 9, 8, 80, 94, 24 yellow
Triangle 5, 26, 27, 88, 99, 11 indigo
Triangle 12, 21, 82, 10, 74, 99 yellow
Triangle 94, 3, 77, 82, 2, 70 indigo
Triangle 98, 15, 71, 92, 23, 2 indigo
Triangle 99, 25, 4, 76, 98, 90 red
Triangle 96, 64, 25, 5, 17, 84 orange
Triangle 19, 97, 2, 39, 97, 6 violet
Circle 80, 31, 31 yellow
Circle 72, 1, 31 yellow
Circle 73, 37, 31 blue
Circle 3, 44, 31 orange
Circle 49, 29, 31 red
Circle 96, 70, 31 orange
Circle 42, 73, 31 blue
Circle 51, 75, 31 blue
Circle 27, 67, 31 blue
Circle 92, 92, 31 red
Circle 76, 89, 31 blue
Circle 42, 73, 31 violet
Circle 69, 28, 31 indigo
Circle 47, 47, 31 red
Circle 51, 84, 31 green
Circle 46, 20, 31 violet
Circle 56, 63, 31 yellow
Circle 28, 52, 31 green
Circle 73, 69, 31 blue
Circle 43, 92, 31 blue
Circle 67, 57, 31 green
Circle 73, 74, 31 indigo
Circle 76, 97, 31 indigo
Circle 85, 31, 31 violet
Circle 18, 54, 31 violet
Circle 86, 33, 31 red
Circle 84, 9, 31 green
Circle 32, 18, 31 orange
Circle 15, 96, 31 blue
Circle 74, 44, 31 green
Circle 2, 64, 31 violet
Circle 70, 6, 31 red
Circle 85, 67, 31 blue
Circle 1, 45, 31 indigo
Circle 60, 10, 31 orange
Circle 81, 87, 31 blue
Circle 43, 90, 31 orange
Circle 63, 13, 31 yellow
Circle 70, 52, 31 green
Circle 90, 41, 31 orange
Circle 37, 57, 31 indigo
Circle 34, 17, 31 blue
Circle 68, 12, 31 blue
Circle 69, 33, 31 indigo
Circle 62, 29, 31 blue
Circle 50, 65, 31 green
Circle 84, 57, 31 indigo
Circle 59, 31, 31 orange
Circle 40, 20, 31 blue
Circle 41, 8, 31 yellow
Circle 66, 4, 31 green
Circle 35, 4, 31 yellow
Circle 35, 65, 31 violet
Circle 46, 79, 31 blue
Circle 8, 39, 31 blue
Circle 73, 42, 31 indigo
Circle 82, 52, 31 indigo
Circle 23, 36, 31 green
Circle 45, 51, 31 orange
Circle 65, 88, 31 blue
Circle 63, 42, 31 blue
Circle 56, 78, 31 violet
Circle 32, 79, 31 blue
Circle 27, 39, 31 indigo
Circle 36, 10, 31 yellow
Triangle 76, 16, 3, 88, 84, 90 violet
Triangle 88, 90, 43, 7, 5, 69 violet
Triangle 92, 71, 92, 1, 8, 98 orange
Triangle 10, 88, 6, 11, 84, 49 red
Triangle 87, 4, 46, 93, 13, 22 green
Triangle 14, 89, 22, 10, 91, 57 blue
Triangle 86, 84, 15, 68, 76, 0 green
Triangle 29, 7, 26, 95, 93, 61 violet
Triangle 16, 13, 41, 94, 98, 47 violet
Triangle 82, 99, 10, 61, 96, 26 green
Triangle 85, 92, 75, 10, 8, 38 indigo
Triangle 10, 8, 60, 88, 97, 32 violet
Triangle 33, 99, 3, 26, 88, 41 violet
Triangle 76, 97, 25, 36, 89, 0 orange
Triangle 95, 88, 43, 27, 1, 88 violet
Triangle 90, 61, 16, 86, 7, 12 orange
Triangle 6, 7, 73, 3, 2, 92 green
Triangle 37, 7, 91, 35, 4, 95 red
Circle 48, 62, 30 red
Circle 48, 53, 30 yellow
Circle 89, 97, 30 blue
Circle 92, 77, 30 orange
Circle 39, 39, 30 blue
Circle 89, 37, 30 orange
Circle 83, 63, 30 blue
Circle 19, 55, 30 orange
Circle 57, 51, 30 orange
Circle 75, 2, 30 yellow
Circle 57, 97, 30 yellow
Circle 53, 71, 30 orange
Circle 53, 66, 30 blue
Circle 69, 69, 30 violet
Circle 41, 97, 30 blue
Circle 35, 72, 30 blue
Circle 95, 3, 30 orange
Circle 28, 35, 30 red
Circle 54, 17, 30 indigo
Circle 45, 7, 30 violet
Circle 46, 74, 30 yellow
Circle 97, 9, 30 blue
Circle 94, 10, 30 violet
Circle 61, 90, 30 orange
Circle 9, 66, 30 green
Circle 66, 84, 30 green
Circle 28, 47, 30 violet
Circle 88, 98, 30 green
Circle 16, 58, 30 red
Circle 79, 91, 30 green
Circle 47, 71, 30 green
Circle 70, 45, 30 green
Circle 57, 39, 30 indigo
Circle 6, 41, 30 red
Circle 52, 82, 30 green
Circle 66, 27, 30 blue
Circle 50, 43, 30 orange
Circle 85, 29, 30 violet
Circle 56, 36, 30 green
Circle 10, 65, 30 orange
Circle 44, 27, 30 red
Circle 7, 68, 30 blue
Circle 31, 32, 30 blue
Circle 61, 60, 30 yellow
Circle 87, 77, 30 green
Circle 67, 22, 30 red
Circle 45, 72, 30 green
Circle 76, 21, 30 blue
Circle 99, 4, 30 indigo
Circle 25, 76, 30 yellow
Circle 20, 15, 30 green
Circle 48, 81, 30 green
Circle 84, 27, 30 green
Circle 14, 36, 30 yellow
Circle 1, 0, 30 red
Circle 73, 86, 30 indigo
Circle 73, 95, 30 indigo
Circle 28, 27, 30 blue
Circle 28, 84, 30 red
Circle 51, 63, 30 violet
Circle 93, 90, 30 violet
Circle 62, 62, 30 blue
Circle 98, 5, 30 orange
Circle 12, 13, 30 blue
Circle 80, 18, 30 green
Circle 22, 32, 30 red
Circle 52, 18, 30 violet
Circle 77, 16, 30 red
Circle 13, 87, 30 orange
Circle 72, 0, 30 indigo
Circle 52, 92, 30 violet
Circle 85, 2, 30 green
Circle 53, 2, 30 blue
Circle 43, 65, 30 green
Circle 27, 78, 30 yellow
Circle 72, 63, 30 indigo
Circle 39, 57, 30 orange
Circle 35, 26, 30 orange
Triangle 90, 82, 36, 23, 9, 97 blue
Triangle 1, 10, 96, 47, 54, 89 violet
Triangle 71, 94, 17, 41, 95, 15 blue
Triangle 75, 4, 79, 86, 12, 96 indigo
Triangle 72, 1, 87, 79, 8, 37 blue
Triangle 99, 53, 41, 12, 15, 89 red
Triangle 88, 85, 1, 54, 64, 13 indigo
Triangle 2, 71, 86, 77, 25, 7 red
Triangle 35, 98, 80, 0, 21, 6 violet
Triangle 61, 0, 41, 98, 3, 11 violet
Triangle 89, 38, 1, 88, 96, 96 blue
Triangle 19, 90, 70, 20, 4, 4 indigo
Triangle 3, 12, 11, 96, 72, 63 violet
Triangle 89, 86, 30, 93, 46, 0 blue
Triangle 76, 16, 66, 99, 7, 52 orange
Triangle 86, 99, 46, 6, 13, 63 violet
Triangle 72, 83, 5, 30, 73, 4 indigo
Triangle 24, 19, 7, 94, 81, 81 orange
Triangle 3, 86, 43, 27, 85, 98 orange
Circle 57, 76, 29 orange
Circle 91, 71, 29 blue
Circle 15, 59, 29 green
Circle 59, 49, 29 yellow
Circle 97, 91, 29 green
Circle 19, 71, 29 orange
Circle 16, 87, 29 violet
Circle 9, 54, 29 yellow
Circle 48, 56, 29 red
Circle 89, 21, 29 blue
Circle 37, 30, 29 indigo
Circle 50, 92, 29 blue
Circle 79, 80, 29 indigo
Circle 2, 75, 29 yellow
Circle 32, 80, 29 green
Circle 34, 81, 29 yellow
Circle 78, 83, 29 red
Circle 23, 64, 29 blue
Circle 64, 45, 29 indigo
Circle 36, 55, 29 yellow
Circle 29, 32, 29 yellow
Circle 78, 76, 29 orange
Circle 79, 48, 29 green
Circle 77, 75, 29 green
Circle 21, 36, 29 indigo
Circle 7, 57, 29 yellow
Circle 98, 43, 29 green
Circle 56, 2, 29 green
Circle 1, 98, 29 orange
Circle 27, 14, 29 blue
Circle 67, 24, 29 orange
Circle 91, 80, 29 blue
Circle 19, 33, 29 green
Circle 49, 94, 29 red
Circle 67, 74, 29 orange
Circle 15, 59, 29 yellow
Circle 47, 18, 29 red
Circle 99, 81, 29 green
Circle 59, 42, 29 indigo
Circle 27, 0, 29 indigo
Circle 39, 16, 29 yellow
Circle 30, 75, 29 blue
Circle 8, 50, 29 violet
Circle 13, 56, 29 orange
Circle 37, 90, 29 orange
Circle 83, 74, 29 violet
Circle 18, 9, 29 violet
Circle 95, 37, 29 yellow
Circle 48, 55, 29 green
Circle 56, 1, 29 indigo
Circle 21, 47, 29 green
Circle 76, 16, 29 indigo
Circle 53, 5, 29 blue
Circle 39, 66, 29 yellow
Circle 81, 61, 29 blue
Circle 2, 95, 29 violet
Circle 45, 73, 29 indigo
Circle 17, 54, 29 indigo
Circle 5, 35, 29 green
Circle 76, 56, 29 indigo
Circle 61, 17, 29 blue
Circle 67, 45, 29 yellow
Circle 36, 48, 29 violet
Circle 67, 69, 29 indigo
Circle 65, 88, 29 blue
Circle 6, 46, 29 yellow
Circle 93, 59, 29 red
Circle 65, 51, 29 yellow
Circle 2, 77, 29 red
Circle 29, 4, 29 green
Circle 5, 95, 29 orange
Circle 64, 14, 29 red
Circle 74, 36, 29 violet
Circle 27, 66, 29 green
Circle 81, 61, 29 blue
Circle 99, 62, 29 green
Circle 98, 88, 29 orange
Circle 76, 0, 29 red
Circle 77, 68, 29 violet
Circle 12, 29, 29 violet
Circle 29, 2, 29 indigo
Circle 62, 86, 29 green
Circle 12, 2, 29 orange
Circle 42, 63, 29 green
Triangle 73, 80, 6, 85, 24, 5 yellow
Triangle 11, 38, 57, 90, 89, 12 green
Triangle 2, 93, 84, 93, 12, 29 green
Triangle 11, 82, 99, 30, 17, 19 indigo
Triangle 75, 27, 32, 87, 6, 2 orange
Triangle 9, 92, 71, 7, 90, 65 violet
Triangle 20, 81, 99, 85, 95, 19 violet
Triangle 43, 0, 96, 75, 38, 91 blue
Triangle 94, 87, 4, 83, 65, 28 blue
Triangle 83, 6, 34, 81, 98, 89 red
Triangle 22, 0, 87, 95, 10, 62 orange
Triangle 8, 33, 43, 89, 87, 12 violet
Triangle 96, 55, 27, 14, 35, 93 red
Triangle 10, 14, 6, 84, 78, 96 yellow
Triangle 9, 57, 80, 4, 70, 83 blue
Triangle 37, 84, 87, 43, 0, 13 orange
Triangle 89, 79, 12, 98, 30, 28 red
Triangle 63, 19, 5, 70, 71, 99 red
Triangle 13, 43, 76, 84, 91, 14 orange
Triangle 57, 2, 63, 90, 4, 61 blue
Triangle 94, 9, 7, 89, 87, 73 green
Triangle 75, 79, 35, 7, 16, 98 orange
Triangle 1, 19, 69, 22, 57, 95 green
Rectangle 97, 31, 147, 81 red
Triangle 73, 14, 11, 6, 79, 95 yellow
Triangle 23, 7, 99, 8, 22, 72 red
Circle 32, 59, 28 indigo
Circle 24, 31, 28 violet
Circle 79, 94, 28 indigo
Circle 3, 20, 28 red
Circle 71, 45, 28 orange
Circle 87, 24, 28 indigo
Circle 54, 90, 28 yellow
Circle 13, 24, 28 red
Circle 51, 61, 28 green
Circle 45, 47, 28 blue
Circle 25, 80, 28 green
Circle 96, 66, 28 blue
Circle 62, 26, 28 orange
Circle 4, 81, 28 red
Circle 10, 63, 28 blue
Circle 26, 59, 28 green
Circle 0, 74, 28 blue
Circle 24, 61, 28 yellow
Circle 38, 85, 28 violet
Circle 89, 7, 28 violet
Circle 66, 69, 28 indigo
Circle 2, 77, 28 orange
Circle 47, 15, 28 violet
Circle 32, 15, 28 yellow
Circle 95, 22, 28 red
Circle 1, 32, 28 red
Circle 13, 48, 28 orange
Circle 7, 22, 28 violet
Circle 18, 86, 28 indigo
Circle 84, 85, 28 indigo
Circle 21, 22, 28 blue
Circle 6, 35, 28 red
Circle 27, 14, 28 indigo
Circle 75, 78, 28 red
Circle 42, 62, 28 orange
Circle 34, 35, 28 red
Circle 75, 76, 28 indigo
Circle 45, 31, 28 green
Circle 43, 50, 28 violet
Circle 87, 73, 28 blue
Circle 6, 84, 28 green
Circle 47, 39, 28 orange
Circle 93, 22, 28 indigo
Circle 0, 18, 28 indigo
Circle 6, 0, 28 green
Circle 20, 97, 28 blue
Circle 53, 22, 28 blue
Circle 50, 50, 28 yellow
Circle 23, 42, 28 orange
Circle 70, 55, 28 indigo
Circle 22, 89, 28 yellow
Circle 49, 25, 28 green
Circle 60, 46, 28 orange
Circle 82, 62, 28 indigo
Circle 39, 47, 28 indigo
Circle 77, 55, 28 yellow
Circle 99, 28, 28 indigo
Circle 6, 69, 28 green
Circle 5, 95, 28 yellow
Circle 48, 27, 28 violet
Circle 62, 99, 28 orange
Circle 16, 63, 28 blue
Circle 89, 28, 28 blue
Circle 26, 93, 28 yellow
Circle 28, 92, 28 indigo
Circle 60, 33, 28 blue
Triangle 11, 99, 65, 92, 35, 5 blue
Rectangle 79, 90, 129, 139 yellow
Rectangle 23, 57, 72, 107 yellow
Rectangle 98, 29, 148, 78 orange
Triangle 13, 9, 81, 60, 5, 75 orange
Triangle 99, 66, 94, 12, 7, 50 indigo
Triangle 79, 34, 14, 4, 31, 87 violet
Triangle 32, 5, 81, 96, 22, 86 yellow
Triangle 23, 92, 32, 20, 99, 26 green
Triangle 10, 73, 92, 11, 28, 0 blue
Triangle 7, 57, 95, 64, 47, 5 violet
Triangle 75, 22, 54, 96, 14, 6 indigo
Triangle 4, 6, 35, 96, 86, 88 violet
Triangle 97, 25, 41, 3, 7, 76 yellow
Triangle 99, 82, 4, 15, 79, 17 yellow
Rectangle 15, 54, 64, 103 yellow
Rectangle 63, 0, 113, 48 orange
Rectangle 56, 60, 106, 108 indigo
Triangle 99, 77, 12, 80, 36, 24 blue
Rectangle 24, 25, 74, 73 violet
Rectangle 47, 71, 95, 121 green
Rectangle 65, 55, 113, 105 orange
Rectangle 59, 45, 107, 95 green
Rectangle 64, 89, 112, 139 orange
Rectangle 61, 63, 111, 111 orange
Triangle 77, 77, 38, 10, 16, 95 yellow
Triangle 83, 41, 6, 12, 30, 83 violet
Triangle 52, 10, 26, 77, 99, 72 red
Triangle 3, 21, 86, 91, 18, 91 violet
Triangle 79, 12, 86, 92, 21, 29 indigo
Triangle 1, 0, 72, 21, 8, 69 orange
Triangle 58, 26, 0, 80, 78, 89 indigo
Triangle 80, 27, 38, 97, 22, 11 orange
Triangle 89, 11, 17, 91, 21, 21 violet
Rectangle 5, 40, 54, 88 red
Rectangle 17, 55, 65, 104 indigo
Rectangle 30, 27, 79, 75 orange
Triangle 19, 64, 87, 75, 88, 6 blue
Triangle 22, 84, 2, 2, 81, 91 green
Triangle 0, 87, 66, 90, 47, 18 orange
Triangle 26, 14, 85, 19, 80, 98 red
Triangle 12, 17, 32, 82, 97, 59 orange
Triangle 7, 10, 89, 30, 97, 89 violet
Triangle 14, 90, 63, 35, 91, 99 blue
Triangle 12, 31, 86, 79, 9, 92 green
Triangle 79, 12, 90, 92, 32, 93 orange
Triangle 51, 3, 8, 76, 68, 82 orange
Triangle 84, 72, 0, 36, 82, 16 yellow
Triangle 84, 98, 69, 5, 32, 84 violet
Triangle 67, 3, 89, 88, 21, 35 green
Triangle 32, 41, 96, 81, 96, 9 green
Rectangle 4, 3, 51, 52 green
Rectangle 8, 97, 58, 143 violet
Rectangle 50, 37, 96, 87 yellow
Rectangle 31, 92, 77, 142 green
Rectangle 76, 31, 122, 81 blue
Rectangle 25, 64, 75, 110 yellow
Triangle 96, 34, 14, 70, 87, 94 green
Triangle 3, 16, 85, 35, 81, 90 orange
Circle 76, 17, 27 indigo
Circle 57, 71, 27 violet
Circle 36, 89, 27 violet
Circle 6, 86, 27 blue
Circle 9, 33, 27 violet
Circle 49, 45, 27 red
Circle 89, 88, 27 yellow
Circle 87, 77, 27 green
Circle 77, 66, 27 orange
Circle 3, 71, 27 blue
Circle 6, 52, 27 indigo
Circle 77, 41, 27 indigo
Circle 51, 86, 27 yellow
Circle 18, 53, 27 blue
Circle 71, 14, 27 violet
Circle 3, 15, 27 blue
Circle 9, 18, 27 blue
Circle 38, 53, 27 yellow
Circle 67, 69, 27 green
Circle 43, 19, 27 red
Circle 69, 58, 27 red
Circle 10, 90, 27 violet
Circle 75, 41, 27 green
Circle 13, 76, 27 yellow
Circle 37, 19, 27 blue
Circle 93, 50, 27 yellow
Circle 59, 12, 27 red
Circle 43, 94, 27 blue
Circle 10, 49, 27 green
Circle 45, 77, 27 blue
Circle 74, 30, 27 violet
Circle 83, 31, 27 indigo
Circle 93, 45, 27 green
Circle 28, 50, 27 blue
Circle 53, 30, 27 yellow
Circle 46, 67, 27 blue
Circle 71, 26, 27 violet
Circle 72, 29, 27 red
Circle 66, 3, 27 indigo
Circle 68, 66, 27 violet
Circle 92, 76, 27 red
Circle 90, 84, 27 yellow
Circle 96, 48, 27 red
Circle 35, 24, 27 violet
Circle 71, 88, 27 orange
Circle 45, 34, 27 blue
Circle 50, 62, 27 indigo
Circle 88, 8, 27 violet
Circle 91, 3, 27 red
Circle 81, 91, 27 yellow
Circle 7, 38, 27 blue
Circle 60, 40, 27 orange
Circle 81, 5, 27 orange
Circle 6, 58, 27 red
Circle 47, 1, 27 violet
Circle 38, 93, 27 indigo
Circle 90, 24, 27 yellow
Circle 36, 62, 27 red
Circle 57, 84, 27 yellow
Circle 61, 40, 27 violet
Circle 31, 73, 27 orange
Circle 96, 62, 27 violet
Circle 44, 61, 27 indigo
Triangle 86, 96, 85, 24, 22, 63 yellow
Triangle 85, 39, 22, 99, 10, 38 blue
